,pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url,hp_norm,atk_norm,def_norm,sp_atk_norm,sp_def_norm,speed_norm
621,622,Golett,Ground,Ghost,59,74,50,35,50,35,303,1.0,92.0,61.0,"['iron-fist', 'klutz', 'no-guard']",no-guard,generation-5,,,False,green,humanoid,mineral,,medium,190,70,Automaton Pokémon,316,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,0.2283464566929134,0.372972972972973,0.1836734693877551,0.1213592233009708,0.1304347826086956,0.1538461538461538
622,623,Golurk,Ground,Ghost,89,124,80,55,80,55,483,2.8,330.0,169.0,"['iron-fist', 'klutz', 'no-guard']",no-guard,generation-5,,,False,green,humanoid,mineral,,medium,90,70,Automaton Pokémon,316,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,0.3464566929133858,0.6432432432432432,0.3061224489795918,0.2184466019417475,0.2608695652173913,0.2564102564102564
623,624,Pawniard,Dark,Steel,45,85,70,40,40,60,340,0.5,10.2,68.0,"['defiant', 'inner-focus', 'pressure']",pressure,generation-5,,,False,red,humanoid,humanshape,,medium,120,35,Sharp Blade Pokémon,317,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,0.1732283464566929,0.4324324324324324,0.2653061224489796,0.145631067961165,0.0869565217391304,0.282051282051282
624,625,Bisharp,Dark,Steel,65,125,100,60,70,70,490,1.6,70.0,172.0,"['defiant', 'inner-focus', 'pressure']",pressure,generation-5,,,False,red,humanoid,humanshape,,medium,45,35,Sword Blade Pokémon,317,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,0.2519685039370078,0.6486486486486487,0.3877551020408163,0.2427184466019417,0.217391304347826,0.3333333333333333
625,626,Bouffalant,Normal,None,95,110,95,40,95,55,490,1.6,94.6,172.0,"['reckless', 'sap-sipper', 'soundproof']",soundproof,generation-5,,,False,brown,quadruped,ground,,medium,45,70,Bash Buffalo Pokémon,318,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,0.3700787401574803,0.5675675675675675,0.3673469387755102,0.145631067961165,0.3260869565217391,0.2564102564102564
626,627,Rufflet,Normal,Flying,70,83,50,37,50,60,350,0.5,10.5,70.0,"['keen-eye', 'sheer-force', 'hustle']",hustle,generation-5,,,False,white,wings,flying,,slow,190,70,Eaglet Pokémon,319,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,0.2716535433070866,0.4216216216216216,0.1836734693877551,0.1310679611650485,0.1304347826086956,0.282051282051282
627,628,Braviary,Normal,Flying,100,123,75,57,75,80,510,1.5,41.0,179.0,"['keen-eye', 'sheer-force', 'defiant']",defiant,generation-5,,,False,red,wings,flying,,slow,60,70,Valiant Pokémon,319,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,0.389763779527559,0.6378378378378379,0.2857142857142857,0.2281553398058252,0.2391304347826087,0.3846153846153846
628,629,Vullaby,Dark,Flying,70,55,75,45,65,60,370,0.5,9.0,74.0,"['big-pecks', 'overcoat', 'weak-armor']",weak-armor,generation-5,,,False,brown,wings,flying,,slow,190,35,Diapered Pokémon,320,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,0.2716535433070866,0.2702702702702703,0.2857142857142857,0.1699029126213592,0.1956521739130435,0.282051282051282
629,630,Mandibuzz,Dark,Flying,110,65,105,55,95,80,510,1.2,39.5,179.0,"['big-pecks', 'overcoat', 'weak-armor']",weak-armor,generation-5,,,False,brown,wings,flying,,slow,60,35,Bone Vulture Pokémon,320,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,0.4291338582677165,0.3243243243243243,0.4081632653061224,0.2184466019417475,0.3260869565217391,0.3846153846153846
630,631,Heatmor,Fire,None,85,97,66,105,66,65,484,1.4,58.0,169.0,"['gluttony', 'flash-fire', 'white-smoke']",white-smoke,generation-5,,,False,red,upright,ground,,medium,90,70,Anteater Pokémon,321,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,0.3307086614173228,0.4972972972972973,0.2489795918367346,0.4611650485436893,0.2,0.3076923076923077
631,632,Durant,Bug,Steel,58,109,112,48,48,109,484,0.3,33.0,169.0,"['swarm', 'hustle', 'truant']",truant,generation-5,,,False,gray,armor,bug,,medium,90,70,Iron Ant Pokémon,322,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,0.2244094488188976,0.5621621621621622,0.436734693877551,0.1844660194174757,0.1217391304347826,0.5333333333333333
632,633,Deino,Dark,Dragon,52,65,50,45,50,38,300,0.8,17.3,60.0,['hustle'],,generation-5,,,False,blue,quadruped,dragon,,slow,45,35,Irate Pokémon,323,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,0.2007874015748031,0.3243243243243243,0.1836734693877551,0.1699029126213592,0.1304347826086956,0.1692307692307692
633,634,Zweilous,Dark,Dragon,72,85,70,65,70,58,420,1.4,50.0,147.0,['hustle'],,generation-5,,,False,blue,quadruped,dragon,,slow,45,35,Hostile Pokémon,323,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,0.2795275590551181,0.4324324324324324,0.2653061224489796,0.2669902912621359,0.217391304347826,0.2717948717948718
634,635,Hydreigon,Dark,Dragon,92,105,90,125,90,98,600,1.8,160.0,270.0,['levitate'],,generation-5,,,False,blue,upright,dragon,,slow,45,35,Brutal Pokémon,323,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,0.358267716535433,0.5405405405405406,0.3469387755102041,0.558252427184466,0.3043478260869565,0.4769230769230769
635,636,Larvesta,Bug,Fire,55,85,55,50,55,60,360,1.1,28.8,72.0,"['flame-body', 'swarm']",swarm,generation-5,,,False,white,armor,bug,,slow,45,70,Torch Pokémon,324,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,0.2125984251968504,0.4324324324324324,0.2040816326530612,0.1941747572815534,0.1521739130434782,0.282051282051282
636,637,Volcarona,Bug,Fire,85,60,65,135,105,100,550,1.6,46.0,248.0,"['flame-body', 'swarm']",swarm,generation-5,,,False,white,bug-wings,bug,,slow,15,70,Sun Pokémon,324,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,0.3307086614173228,0.2972972972972973,0.2448979591836734,0.6067961165048543,0.3695652173913043,0.4871794871794871
637,638,Cobalion,Steel,Fighting,91,90,129,90,72,108,580,2.1,250.0,261.0,['justified'],,generation-5,,,False,blue,quadruped,no-eggs,,slow,3,35,Iron Will Pokémon,325,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,0.3543307086614173,0.4594594594594595,0.5061224489795918,0.3883495145631068,0.2260869565217391,0.5282051282051282
638,639,Terrakion,Rock,Fighting,91,129,90,72,90,108,580,1.9,260.0,261.0,['justified'],,generation-5,,,False,gray,quadruped,no-eggs,,slow,3,35,Cavern Pokémon,326,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,0.3543307086614173,0.6702702702702703,0.3469387755102041,0.3009708737864077,0.3043478260869565,0.5282051282051282
639,640,Virizion,Grass,Fighting,91,90,72,90,129,108,580,2.0,200.0,261.0,['justified'],,generation-5,,,False,green,quadruped,no-eggs,,slow,3,35,Grassland Pokémon,327,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,0.3543307086614173,0.4594594594594595,0.273469387755102,0.3883495145631068,0.4739130434782608,0.5282051282051282
640,641,Tornadus-Incarnate,Flying,None,79,115,70,125,80,111,580,1.5,63.0,261.0,"['prankster', 'defiant']",defiant,generation-5,,,False,green,arms,no-eggs,,slow,3,90,Cyclone Pokémon,328,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,0.3070866141732283,0.5945945945945946,0.2653061224489796,0.558252427184466,0.2608695652173913,0.5435897435897435
641,642,Thundurus-Incarnate,Electric,Flying,79,115,70,125,80,111,580,1.5,61.0,261.0,"['prankster', 'defiant']",defiant,generation-5,,,False,blue,arms,no-eggs,,slow,3,90,Bolt Strike Pokémon,329,Countless charred remains mar the landscape of places through which Thundurus has passed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,0.3070866141732283,0.5945945945945946,0.2653061224489796,0.558252427184466,0.2608695652173913,0.5435897435897435
642,643,Reshiram,Dragon,Fire,100,120,100,150,120,90,680,3.2,330.0,306.0,['turboblaze'],,generation-5,,,False,white,wings,no-eggs,,slow,3,0,Vast White Pokémon,330,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,0.389763779527559,0.6216216216216216,0.3877551020408163,0.6796116504854369,0.4347826086956521,0.4358974358974359
643,644,Zekrom,Dragon,Electric,100,150,120,120,100,90,680,2.9,345.0,306.0,['teravolt'],,generation-5,,,False,black,upright,no-eggs,,slow,3,0,Deep Black Pokémon,331,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,0.389763779527559,0.7837837837837838,0.4693877551020408,0.5339805825242718,0.3478260869565217,0.4358974358974359
644,645,Landorus-Incarnate,Ground,Flying,89,125,90,115,80,101,600,1.5,68.0,270.0,"['sand-force', 'sheer-force']",sheer-force,generation-5,,,False,brown,arms,no-eggs,,slow,3,90,Abundance Pokémon,332,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,0.3464566929133858,0.6486486486486487,0.3469387755102041,0.5097087378640777,0.2608695652173913,0.4923076923076923
645,646,Kyurem,Dragon,Ice,125,130,90,130,90,95,660,3.0,325.0,297.0,['pressure'],,generation-5,,,False,gray,upright,no-eggs,,slow,3,0,Boundary Pokémon,333,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,0.4881889763779528,0.6756756756756757,0.3469387755102041,0.5825242718446602,0.3043478260869565,0.4615384615384615
646,647,Keldeo-Ordinary,Water,Fighting,91,72,90,129,90,108,580,1.4,48.5,261.0,['justified'],,generation-5,,,False,yellow,quadruped,no-eggs,,slow,3,35,Colt Pokémon,334,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,0.3543307086614173,0.3621621621621622,0.3469387755102041,0.5776699029126213,0.3043478260869565,0.5282051282051282
647,648,Meloetta-Aria,Normal,Psychic,100,77,77,128,128,90,600,0.6,6.5,270.0,['serene-grace'],,generation-5,,,False,white,humanoid,no-eggs,,slow,3,100,Melody Pokémon,335,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,0.389763779527559,0.3891891891891892,0.2938775510204082,0.5728155339805825,0.4695652173913043,0.4358974358974359
648,649,Genesect,Bug,Steel,71,120,95,120,95,99,600,1.5,82.5,270.0,['download'],,generation-5,,,False,purple,humanoid,no-eggs,,slow,3,0,Paleozoic Pokémon,336,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,0.2755905511811024,0.6216216216216216,0.3673469387755102,0.5339805825242718,0.3260869565217391,0.482051282051282
649,650,Chespin,Grass,None,56,61,65,48,45,38,313,0.4,9.0,63.0,"['overgrow', 'bulletproof']",bulletproof,generation-6,,,False,green,upright,ground,,medium-slow,45,70,Spiny Nut Pokémon,337,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,0.2165354330708661,0.3027027027027027,0.2448979591836734,0.1844660194174757,0.108695652173913,0.1692307692307692
650,651,Quilladin,Grass,None,61,78,95,56,58,57,405,0.7,29.0,142.0,"['overgrow', 'bulletproof']",bulletproof,generation-6,,,False,green,upright,ground,,medium-slow,45,70,Spiny Armor Pokémon,337,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,0.2362204724409448,0.3945945945945946,0.3673469387755102,0.2233009708737864,0.1652173913043478,0.2666666666666666
651,652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,530,1.6,90.0,239.0,"['overgrow', 'bulletproof']",bulletproof,generation-6,,,False,green,upright,ground,,medium-slow,45,70,Spiny Armor Pokémon,337,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,0.3425196850393701,0.5513513513513514,0.4775510204081633,0.3106796116504854,0.2391304347826087,0.3025641025641025
652,653,Fennekin,Fire,None,40,45,40,62,60,60,307,0.4,9.4,61.0,"['blaze', 'magician']",magician,generation-6,,,False,red,quadruped,ground,,medium-slow,45,70,Fox Pokémon,338,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,0.1535433070866141,0.2162162162162162,0.1428571428571428,0.2524271844660194,0.1739130434782608,0.282051282051282
653,654,Braixen,Fire,None,59,59,58,90,70,73,409,1.0,14.5,143.0,"['blaze', 'magician']",magician,generation-6,,,False,red,upright,ground,,medium-slow,45,70,Fox Pokémon,338,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,0.2283464566929134,0.2918918918918919,0.2163265306122449,0.3883495145631068,0.217391304347826,0.3487179487179487
654,655,Delphox,Fire,Psychic,75,69,72,114,100,104,534,1.5,39.0,240.0,"['blaze', 'magician']",magician,generation-6,,,False,red,upright,ground,,medium-slow,45,70,Fox Pokémon,338,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,0.2913385826771653,0.3459459459459459,0.273469387755102,0.5048543689320388,0.3478260869565217,0.5076923076923077
655,656,Froakie,Water,None,41,56,40,62,44,71,314,0.3,7.0,63.0,"['torrent', 'protean']",protean,generation-6,,,False,blue,quadruped,water1,,medium-slow,45,70,Bubble Frog Pokémon,339,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,0.1574803149606299,0.2756756756756757,0.1428571428571428,0.2524271844660194,0.1043478260869565,0.3384615384615385
